clean_city,NAME,NAMELSAD,num_firms,44-45_RCPTOT,72_RCPTOT,31-33_RCPTOT,median_income,households,mean_income,land_value,property_value,diesel
,,New Cuyama CDP,0.0,,,,53947.0,242.0,64578.0,,,5.5982
,,Newell CDP,0.0,,,,,103.0,31799.0,,,
,,New Pine Creek CDP,0.0,,,,,22.0,51064.0,,,
,,Nicasio CDP,0.0,,,,,23.0,407291.0,321800.0,943700.0,5.5982
,,Nice CDP,0.0,,,,45781.0,1071.0,49564.0,,,
,,Nicolaus CDP,0.0,,,,90417.0,61.0,93338.0,54700.0,274600.0,5.287599999999999
,,Niland CDP,0.0,,,,,259.0,12110.0,,,5.5649999999999995
,,Nipinnawasee CDP,0.0,,,,66366.0,160.0,66350.0,46300.0,230199.99999999997,5.4125999999999985
,,Nord CDP,0.0,,,,59522.0,115.0,65499.0,92700.0,345300.0,5.247400000000001
,,Norris Canyon CDP,0.0,,,,250000.0,282.0,409585.0,503806.93307940394,936181.1121550788,5.615399999999999
,,North Edwards CDP,0.0,,,,58068.0,438.0,66392.0,,,5.6938
,,North Fork CDP,0.0,,,,60967.0,1218.0,64053.0,,,
,,North Gate CDP,0.0,,,,243808.0,257.0,385291.0,517752.4588919651,957058.1706278846,5.615399999999999
,,North San Juan CDP,0.0,,,,,85.0,34714.0,,,
,,North Shore CDP,0.0,,,,29797.0,1089.0,39954.0,20200.0,164500.0,5.444599999999999
,,Nubieber CDP,0.0,,,,,5.0,,,,
,,Oak Glen CDP,0.0,,,,,111.0,137795.0,77932.59804183124,332703.94714962447,5.465599812857644
,,Oak Run CDP,0.0,,,,21333.0,118.0,29754.0,,,
,,Oak Shores CDP,0.0,,,,64274.0,106.0,139302.0,101300.0,380100.0,5.82
,,Oakville CDP,0.0,,,,,0.0,,276700.0,727600.0,5.6894
,,Occidental CDP,0.0,,,,81250.0,604.0,163276.0,349200.0,777400.0,5.612
,,Ocotillo CDP,0.0,,,,19191.0,93.0,20522.0,,,5.5649999999999995
,,Olancha CDP,0.0,,,,61964.0,72.0,71492.0,,,
,,Olde Stockdale CDP,0.0,,,,144441.0,227.0,197829.0,,,
,,Old Fig Garden CDP,0.0,,,,98438.0,1998.0,127545.0,76100.0,308000.0,5.515600000000001
,,Old River CDP,0.0,,,,,1.0,,,,
,,Old Station CDP,0.0,,,,,10.0,,30500.0,192599.99999999997,5.328
,,Old Stine CDP,0.0,,,,51000.0,1116.0,60284.0,,,
,,Ono CDP,0.0,,,,46250.0,26.0,50062.0,,,
,,Onyx CDP,0.0,,,,32318.0,316.0,62150.0,,,5.6937999999999995
,,Orange Blossom CDP,0.0,,,,92872.0,409.0,117202.0,,,
,,Orick CDP,0.0,,,,36042.0,95.0,59075.0,,,
,,Pajaro Dunes CDP,0.0,,,,,112.0,196650.0,629900.0,1060600.0,5.6268
,,Pala CDP,0.0,,,,90417.0,321.0,116269.0,,,5.4622
,,Palo Cedro CDP,0.0,,,,97303.0,1125.0,116744.0,59000.0,306200.0,5.328
,,Palo Verde CDP,0.0,,,,,58.0,,,,5.5649890916906815
,,Panorama Heights CDP,0.0,,,,,43.0,47356.0,34900.0,209600.0,5.5364
,,Paradise CDP,0.0,,,,93333.0,102.0,104159.0,,,
,,Paradise Park CDP,0.0,,,,88413.0,246.0,102694.0,429430.9210768258,851084.6728526251,5.6268
,,Parklawn CDP,0.0,,,,,314.0,81519.0,69191.4873326136,273895.72597090766,5.5232
,,Parksdale CDP,0.0,,,,52321.0,606.0,57081.0,37400.0,214000.0,5.412599999999999
,,Pasatiempo CDP,0.0,,,,199528.0,375.0,231359.0,452800.0,898000.0,5.6268
,,Paskenta CDP,0.0,,,,48750.0,21.0,49452.0,,,
,,Patterson Tract CDP,0.0,,,,46250.0,524.0,60695.0,48000.0,217000.0,5.5364
,,Patton Village CDP,0.0,,,,50927.0,301.0,55347.0,,,
,,Paxton CDP,0.0,,,,,0.0,,,,
,,Paynes Creek CDP,0.0,,,,19138.0,38.0,29642.0,33300.0,217300.0,
,,Pearsonville CDP,0.0,,,,,0.0,,,,
,,Penn Valley CDP,0.0,,,,56667.0,482.0,71788.0,70500.0,343900.0,
,,Penryn CDP,0.0,,,,80455.0,412.0,94144.0,119100.0,415600.0,
,,Pepperdine University CDP,0.0,,,,158313.0,147.0,196571.0,,,
,,Pescadero CDP,0.0,,,,,109.0,344295.0,,,5.6444
,,Petaluma Center CDP,0.0,,,,50833.0,138.0,63957.0,,,
,,Peters CDP,0.0,,,,97115.0,188.0,97112.0,95500.0,326500.0,5.4856
,,Phillipsville CDP,0.0,,,,,0.0,,,,
,,Philo CDP,0.0,,,,32308.0,66.0,52780.0,,,
,,Phoenix Lake CDP,0.0,,,,62946.0,2197.0,101355.0,41700.0,292200.0,
,,Pierpoint CDP,0.0,,,,,20.0,,34900.0,209600.0,5.5364
,,Pike CDP,0.0,,,,34100.0,48.0,31865.0,,,
,,Pine Canyon CDP,0.0,,,,97656.0,897.0,91985.0,,,5.710399999999999
,,Pine Flat CDP,0.0,,,,26250.0,77.0,36297.0,34900.0,209600.0,5.5364
,,Pine Grove CDP,0.0,,,,75169.0,1239.0,80805.0,37295.429930962695,286374.8756435883,
,,Pine Hills CDP,0.0,,,,66199.0,1185.0,88190.0,,,
,,Pine Mountain Club CDP,0.0,,,,50588.0,1078.0,65961.0,39400.0,260400.0,5.6938
,,Pine Mountain Lake CDP,0.0,,,,62303.0,1407.0,86482.0,28500.0,255399.99999999997,
,,Pine Valley CDP,0.0,,,,108125.0,630.0,117398.0,,,5.4622
,,Pioneer CDP,0.0,,,,100548.0,574.0,100180.0,33095.814421841926,259691.0920412483,
,,Piru CDP,0.0,,,,64342.0,624.0,75495.0,172700.0,415900.0,5.668000000000001
,,Plainview CDP,0.0,,,,42813.0,178.0,42170.0,44000.0,194500.0,5.5364
,,Platina CDP,0.0,,,,,12.0,,,,
,,Plumas Eureka CDP,0.0,,,,83056.0,226.0,102269.0,48400.0,289200.0,
,,Plymouth city,0.0,,,,77643.0,462.0,85416.0,46700.0,303000.0,
,,Point Arena city,0.0,,,,47969.0,183.0,58247.0,,,
,,Ponderosa CDP,0.0,,,,,25.0,,34900.0,209600.0,5.5364
,,Port Costa CDP,0.0,,,,,169.0,65164.0,174100.0,542200.0,5.615399999999999
,,Portola city,0.0,,,,45234.0,981.0,69016.0,19800.0,196800.00000000003,
,,Posey CDP,0.0,,,,,0.0,,34900.0,209600.0,5.5364
,,Poso Park CDP,0.0,,,,,3.0,,34900.0,209599.99999999997,5.5364
,,Post Mountain CDP,0.0,,,,,29.0,,,,
,,Potomac Park CDP,0.0,,,,45519.0,2470.0,55015.0,,,
,,Potrero CDP,0.0,,,,,59.0,93034.0,,,5.4622
,,Potter Valley CDP,0.0,,,,69135.0,199.0,74704.0,,,
,,Prattville CDP,0.0,,,,48603.0,39.0,49623.0,91300.0,373000.0,
,,Princeton CDP,0.0,,,,,120.0,77471.0,,,
,,Proberta CDP,0.0,,,,,30.0,48977.0,,,
,,Pumpkin Center CDP,0.0,,,,,67.0,36007.0,,,
,,Quincy CDP,0.0,,,,56305.0,701.0,75153.0,34200.0,250900.0,
,,Rackerby CDP,0.0,,,,49375.0,68.0,137756.0,24300.0,192000.0,5.247400000000001
,,Rail Road Flat CDP,0.0,,,,50234.0,85.0,42960.0,,,
,,Rainbow CDP,0.0,,,,71538.0,724.0,99157.0,147300.0,431300.0,5.462190796781595
,,Raisin City CDP,0.0,,,,45577.0,92.0,52500.0,,,5.515600000000001
,,Rancho Calaveras CDP,0.0,,,,65344.0,2003.0,94013.0,25101.414796537385,274136.9627296853,
,,Rancho Mission Viejo CDP,0.0,,,,152989.0,3469.0,183208.0,,,
,,Rancho Tehama Reserve CDP,0.0,,,,42647.0,544.0,60678.0,,,
,,Randsburg CDP,0.0,,,,24537.0,44.0,33711.0,,,5.6938
,,Red Corral CDP,0.0,,,,70625.0,611.0,118247.0,38485.97803995381,285189.80471048225,
,,Redcrest CDP,0.0,,,,,9.0,,,,
,,Redway CDP,0.0,,,,72601.0,623.0,81997.0,,,
,,Redwood Valley CDP,0.0,,,,48750.0,616.0,69781.0,,,
,,Reliez Valley CDP,0.0,,,,183879.0,1180.0,232705.0,514805.66642197774,944433.3067329417,5.615399999999999
,,Rexland Acres CDP,0.0,,,,48831.0,852.0,52131.0,,,
,,Richfield CDP,0.0,,,,74167.0,106.0,61797.0,28970.202829037207,225335.79244427636,
,,Richvale CDP,0.0,,,,,78.0,230941.0,31100.0,217400.0,5.247400000000001
,,Ridgecrest Heights CDP,0.0,,,,,151.0,41680.0,,,
,,Rio Oso CDP,0.0,,,,161667.0,110.0,160221.0,54700.00000000001,274600.0,5.287599999999999
,,Ripley CDP,0.0,,,,25864.0,191.0,28475.0,23500.0,170500.0,5.444599999999999
,,Riverdale Park CDP,0.0,,,,59167.0,246.0,64411.0,52900.0,258800.0,5.5232
,,Rivergrove CDP,0.0,,,,,28.0,80543.0,,,
,,River Pines CDP,0.0,,,,,157.0,68846.0,46700.0,303000.0,
,,Robbins CDP,0.0,,,,76042.0,131.0,76603.0,,,5.287599999999999
,,Robinson Mill CDP,0.0,,,,,38.0,,24300.0,192000.0,5.247400000000001
,,Rodriguez Camp CDP,0.0,,,,36250.0,28.0,31989.0,37900.0,201300.0,5.5364
,,Rolling Hills city,0.0,,,,250000.0,546.0,438434.0,1107200.0,1442800.0,5.575200000000001
,,Rolling Hills CDP,0.0,,,,82016.0,298.0,111305.0,51800.0,244700.0,5.412599999999999
,,Rollingwood CDP,0.0,,,,100066.0,859.0,97908.0,162033.10863781828,541924.9632310524,5.615399999999999
,,Romoland CDP,0.0,,,,90185.0,558.0,94071.0,56631.41843606628,268069.92527008365,5.444599999999999
,,Rose Hills CDP,0.0,,,,105776.0,1026.0,128746.0,329500.0,581700.0,5.575200000000001
,,Ross town,0.0,,,,250000.0,852.0,363130.0,1077998.8701285936,1925996.474446013,5.5982
,,Rough and Ready CDP,0.0,,,,,245.0,51799.0,70598.16512052796,344188.64446036034,
,,Round Mountain CDP,0.0,,,,34167.0,66.0,44577.0,,,5.328
,,Round Valley CDP,0.0,,,,53125.0,164.0,80710.0,,,
,,Rouse CDP,0.0,,,,52986.0,370.0,59011.0,55100.0,250500.0,5.5232
,,Rumsey CDP,0.0,,,,,64.0,176003.0,,,
,,Ruth CDP,0.0,,,,46250.0,76.0,66701.0,,,
,,Rutherford CDP,0.0,,,,,43.0,193321.0,,,5.6894
,,Sage CDP,0.0,,,,59595.0,992.0,82210.0,,,
,,Salmon Creek CDP,0.0,,,,,14.0,,270182.18992009945,717707.9147560017,5.612
,,Salton Sea Beach CDP,0.0,,,,,141.0,51792.0,,,5.5649999999999995
,,Salyer CDP,0.0,,,,33490.0,237.0,56002.0,,,
,,Samoa CDP,0.0,,,,39700.0,76.0,65512.0,,,
,,San Ardo CDP,0.0,,,,61667.0,158.0,67406.0,,,5.7104
,,Sand City city,0.0,,,,60682.0,172.0,84317.0,295900.0,611900.0,5.7104
,,San Geronimo CDP,0.0,,,,,130.0,144737.0,279100.0,839600.0,5.5982
,,San Lucas CDP,0.0,,,,70227.0,66.0,73526.0,68800.0,296900.0,5.7104
,,San Miguel CDP (Contra Costa County),0.0,,,,205000.0,1236.0,284220.0,,,
,,San Miguel CDP (San Luis Obispo County),0.0,,,,66496.0,832.0,67102.0,,,
,,San Pasqual CDP,0.0,,,,130250.0,843.0,172818.0,984100.0,1115900.0,5.575200000000001
,,San Simeon CDP,0.0,,,,50486.0,238.0,53680.0,,,5.82
,,Santa Margarita CDP,0.0,,,,,488.0,63956.0,137500.0,476700.0,5.82
,,Santa Nella CDP,0.0,,,,75689.0,501.0,82809.0,51000.0,248799.99999999997,5.4504
,,Santa Rosa Valley CDP,0.0,,,,160357.0,906.0,261339.0,384688.7084922439,673373.9365622666,5.668
,,Santa Susana CDP,0.0,,,,71458.0,408.0,105817.0,278245.7669332391,577077.7800593097,5.668
,,Saticoy CDP,0.0,,,,73523.0,507.0,84064.0,313600.0,598400.0,5.668
,,Sattley CDP,0.0,,,,,38.0,,,,
,,Scotia CDP,0.0,,,,42768.0,179.0,55317.0,,,
,,Sea Ranch CDP,0.0,,,,82552.0,583.0,115393.0,250200.0,722100.0,5.612
,,Searles Valley CDP,0.0,,,,39186.0,648.0,53841.0,,,5.4656
,,Seeley CDP,0.0,,,,43500.0,444.0,44505.0,,,5.5649999999999995
,,Sequoia Crest CDP,0.0,,,,,19.0,,34900.0,209600.0,5.5364
,,Sereno del Mar CDP,0.0,,,,,23.0,,229400.0,686900.0000000001,5.612
,,Seville CDP,0.0,,,,41667.0,90.0,49351.0,38000.0,204400.0,5.5364
,,Shasta CDP,0.0,,,,86500.0,552.0,102698.0,65300.0,301400.0,5.328
,,Shaver Lake CDP,0.0,,,,112188.0,201.0,109325.0,101100.0,340500.0,5.515600000000001
,,Shell Ridge CDP,0.0,,,,215179.0,385.0,386258.0,487756.72250728594,938530.1385858528,5.615399999999999
,,Shelter Cove CDP,0.0,,,,39769.0,440.0,43703.0,,,
,,Sheridan CDP,0.0,,,,64783.0,364.0,82747.0,,,
,,Shingletown CDP,0.0,,,,65861.0,1128.0,75154.0,30200.0,225300.0,5.328
,,Shoshone CDP,0.0,,,,,18.0,136211.0,,,
,,Sierra Brooks CDP,0.0,,,,56641.0,144.0,84090.0,,,
,,Sierra City CDP,0.0,,,,66932.0,76.0,89011.0,,,
,,Sierra Village CDP,0.0,,,,,35.0,,44600.0,307800.0,
,,Sierraville CDP,0.0,,,,,66.0,45856.0,,,
,,Silverado CDP,0.0,,,,90938.0,402.0,97807.0,,,
,,Silverado Resort CDP,0.0,,,,162083.0,507.0,220266.0,330200.0,836700.0,5.6894
,,Silver City CDP,0.0,,,,,0.0,,49800.0,255000.0,5.5364
,,Sisquoc CDP,0.0,,,,62917.0,75.0,74701.0,153200.0,463900.0,5.5982
,,Sky Valley CDP,0.0,,,,37714.0,1020.0,65237.0,73277.58047335842,328017.5983416287,5.444599999999999
,,Sleepy Hollow CDP,0.0,,,,194107.0,764.0,324448.0,567200.7431745622,1185471.1250249178,5.5982
,,Smartsville CDP,0.0,,,,69095.0,97.0,80848.0,,,5.287599999999999
,,Smith Corner CDP,0.0,,,,36500.0,84.0,38880.0,39600.0,236400.0,5.6938
,,Snelling CDP,0.0,,,,43250.0,59.0,53953.0,68600.0,279300.0,5.4504
,,Soda Bay CDP,0.0,,,,90517.0,412.0,109659.0,,,
,,Soda Springs CDP,0.0,,,,,13.0,,,,
,,Somis CDP,0.0,,,,106786.0,382.0,203938.0,,,
,,Sonoma State University CDP,0.0,,,,,0.0,,,,
,,Soulsbyville CDP,0.0,,,,85265.0,705.0,95191.0,38976.04314431705,273328.2539874965,
,,South Dos Palos CDP,0.0,,,,,279.0,74709.0,36300.0,203600.0,5.4504
,,South Monrovia Island CDP,0.0,,,,94250.0,1503.0,97834.0,368989.1024623637,628294.1928680494,5.575200000000001
,,South Oroville CDP,0.0,,,,57013.0,971.0,67664.0,25888.546281648534,194445.0916874363,5.247400000000001
,,South Taft CDP,0.0,,,,28092.0,685.0,52320.0,,,5.6938
,,Spaulding CDP,0.0,,,,,109.0,58841.0,,,
,,Spreckels CDP,0.0,,,,,121.0,125917.0,215662.9264267921,490343.9189711451,5.7104
,,Spring Garden CDP,0.0,,,,,0.0,,27800.0,236000.0,
,,Spring Valley CDP (Lake County),0.0,,,,51042.0,315.0,94158.0,,,
,,Spring Valley CDP (San Diego County),0.0,,,,87455.0,9727.0,104721.0,,,
,,Squaw Valley CDP,0.0,,,,72188.0,1188.0,79899.0,29499.999999999996,201700.0,5.515600000000001
,,Squirrel Mountain Valley CDP,0.0,,,,,554.0,62815.0,,,5.6938
,,Stebbins CDP,0.0,,,,118080.0,215.0,116851.0,,,
,,Stevinson CDP,0.0,,,,,80.0,80616.0,,,5.4504
,,Stinson Beach CDP,0.0,,,,103625.0,280.0,120673.0,923500.0,1830600.0,5.5982
,,Stirling City CDP,0.0,,,,30682.0,106.0,40957.0,26300.0,193500.0,5.247400000000001
,,Stones Landing CDP,0.0,,,,145216.0,53.0,117842.0,,,
,,Stonyford CDP,0.0,,,,,45.0,47351.0,,,
,,Stratford CDP,0.0,,,,,207.0,86043.0,,,5.4106000000000005
,,Strawberry CDP (Marin County),0.0,,,,121765.0,2216.0,210735.0,,,
,,Strawberry CDP (Tuolumne County),0.0,,,,,61.0,,,,
,,Sugarloaf Saw Mill CDP,0.0,,,,,0.0,,34900.0,209599.99999999997,5.5364
,,Sugarloaf Village CDP,0.0,,,,,4.0,,34900.0,209600.0,5.5364
,,Summerland CDP,0.0,,,,118321.0,351.0,176334.0,689300.0,1445800.0,5.5982
,,Sunnyside-Tahoe City CDP,0.0,,,,144474.0,642.0,160661.0,,,
,,Sunny Slopes CDP,0.0,,,,47313.0,37.0,63743.0,,,
,,Sunol CDP,0.0,,,,171667.0,296.0,240932.0,649773.3366837521,1035337.3109318066,5.615399999999999
,,Sutter Creek city,0.0,,,,54055.0,1387.0,62129.0,44024.89602140705,304831.3073938531,
,,Swall Meadows CDP,0.0,,,,164141.0,147.0,156766.0,,,
,,Taft Heights CDP,0.0,,,,53977.0,553.0,56977.0,,,5.6938
,,Taft Mosswood CDP,0.0,,,,60789.0,412.0,62378.0,56650.606721772296,234914.71284382552,5.4856
,,Tahoe Vista CDP,0.0,,,,82634.0,465.0,110772.0,,,
,,Tahoma CDP,0.0,,,,78125.0,459.0,97928.0,,,
,,Talmage CDP,0.0,,,,43258.0,280.0,102749.0,,,
,,Tancred CDP,0.0,,,,,17.0,232924.0,,,
,,Tara Hills CDP,0.0,,,,103148.0,1736.0,110146.0,172628.00829445318,535664.9115865477,5.615399999999999
,,Tarina CDP,0.0,,,,,0.0,,,,
,,Taylorsville CDP,0.0,,,,,15.0,,,,
,,Tecopa CDP,0.0,,,,35227.0,126.0,48160.0,,,
,,Tehama city,0.0,,,,50104.0,209.0,66122.0,28700.0,208500.0,
,,Temelec CDP,0.0,,,,63029.0,1057.0,91689.0,285649.9217426728,745081.7148341297,5.611999999999999
,,Tennant CDP,0.0,,,,,23.0,50483.0,,,
,,Terminous CDP,0.0,,,,54844.0,209.0,104878.0,,,5.4856
,,Teviston CDP,0.0,,,,37167.0,272.0,40560.0,37900.0,201300.0,5.5364
,,Thornton CDP,0.0,,,,32206.0,280.0,48062.0,,,5.485552092846277
,,Three Rivers CDP,0.0,,,,73720.0,1278.0,90493.0,49800.0,255000.0,5.5363999999999995
,,Three Rocks CDP,0.0,,,,,47.0,40287.0,36400.0,201800.0,5.5156
,,Timber Cove CDP,0.0,,,,95341.0,78.0,109447.0,250200.0,722100.0,5.612
,,Tobin CDP,0.0,,,,,0.0,,,,
,,Tomales CDP,0.0,,,,,81.0,61269.0,321800.0,943700.0,5.598199999999999
,,Tonyville CDP,0.0,,,,21736.0,53.0,24398.0,,,5.5364
,,Tooleville CDP,0.0,,,,17656.0,30.0,15030.0,53500.0,236500.0,5.5364
,,Topaz CDP,0.0,,,,76250.0,117.0,79085.0,,,
,,Toro Canyon CDP,0.0,,,,122188.0,797.0,265686.0,689300.0,1445800.0,5.5982
,,Trabuco Canyon CDP,0.0,,,,164417.0,441.0,219803.0,,,
,,Tranquillity CDP,0.0,,,,52895.0,202.0,67306.0,,,5.515600000000001
,,Traver CDP,0.0,,,,50469.0,139.0,51345.0,,,5.536400000000001
,,Tres Pinos CDP,0.0,,,,141250.0,276.0,178911.0,,,5.5942
,,Trinidad city,0.0,,,,76705.0,165.0,112658.0,,,
,,Trinity Center CDP,0.0,,,,40278.0,116.0,42441.0,,,
,,Trinity Village CDP,0.0,,,,46333.0,112.0,120838.0,,,
,,Trona CDP,0.0,,,,,38.0,,,,5.4656
,,Trowbridge CDP,0.0,,,,116875.0,73.0,114697.0,54700.0,274600.0,5.287599999999999
,,Tulelake city,0.0,,,,36250.0,221.0,46845.0,,,
,,Tuolumne City CDP,0.0,,,,39643.0,716.0,53436.0,37300.0,268100.0,
,,Tupman CDP,0.0,,,,,48.0,59958.0,,,5.6938
,,Tuttle CDP,0.0,,,,,30.0,,54200.0,261000.0,5.4504
,,Tuttletown CDP,0.0,,,,91167.0,168.0,77501.0,40700.0,289500.0,
,,Twain CDP,0.0,,,,,95.0,42163.0,,,
,,Twain Harte CDP,0.0,,,,75128.0,1121.0,130746.0,44600.0,307800.0,
,,Twin Lakes CDP (Mono County),0.0,,,,,65.0,,,,
,,Twin Lakes CDP (Santa Cruz County),0.0,,,,71228.0,2411.0,121237.0,,,
,,University of California-Davis CDP,0.0,,,,23125.0,1494.0,36000.0,,,5.3896
,,University of California-Merced CDP,0.0,,,,,0.0,,61300.0,277500.0,5.4504
,,University of California-Santa Barbara CDP,0.0,,,,71705.0,701.0,97459.0,,,
,,Upper Lake CDP,0.0,,,,116116.0,507.0,88415.0,,,
,,Vallecito CDP,0.0,,,,46736.0,79.0,68937.0,62051.73402906455,349329.9210555617,
,,Valley Acres CDP,0.0,,,,75509.0,223.0,94800.0,,,5.6938
,,Valley Ford CDP,0.0,,,,,0.0,,217700.0,647800.0,5.611945629202006
,,Valley Home CDP,0.0,,,,,99.0,61831.0,90300.0,333600.0,5.5232
,,Valley Ranch CDP,0.0,,,,,16.0,,48400.0,289200.0,
,,Valley Wells CDP,0.0,,,,,0.0,,,,
,,Val Verde CDP,0.0,,,,98750.0,836.0,102462.0,158700.0,430200.0,5.575200000000001
,,Vandenberg Village CDP,0.0,,,,95747.0,2621.0,111467.0,108500.0,391700.0,5.5982
,,Verdi CDP,0.0,,,,,96.0,106276.0,,,
,,Victor CDP,0.0,,,,,158.0,64463.0,105792.54442509108,324479.6758494134,5.4856
,,Vina CDP,0.0,,,,63750.0,58.0,89874.0,28700.0,208499.99999999997,
,,Virginia Lakes CDP,0.0,,,,,0.0,,,,
,,Vista Santa Rosa CDP,0.0,,,,55179.0,649.0,68043.0,107650.59225353258,365873.3506329132,5.444599999999999
,,Volcano CDP,0.0,,,,,44.0,72625.0,42819.121239913125,293341.8348985235,
,,Volta CDP,0.0,,,,,121.0,25664.0,50994.56699341362,249001.02124369636,5.4504
,,Walker CDP,0.0,,,,51471.0,206.0,62268.0,,,
,,Wallace CDP,0.0,,,,105243.0,279.0,119962.0,30700.000000000004,271200.0,
,,Walnut Grove CDP,0.0,,,,56833.0,432.0,83302.0,94300.0,354700.0,5.464799999999999
,,Warm Springs CDP,0.0,,,,52791.0,482.0,64895.0,85500.0,300700.0,5.444599999999999
,,Warner Valley CDP,0.0,,,,,0.0,,30300.0,220500.0,
,,Washington CDP,0.0,,,,,39.0,69862.0,,,
,,Waterloo CDP,0.0,,,,,342.0,142731.0,85900.0,301200.0,5.485599999999999
,,Waukena CDP,0.0,,,,71071.0,26.0,66335.0,,,5.5364
,,Wautec CDP,0.0,,,,,5.0,,,,
,,Wawona CDP,0.0,,,,38036.0,66.0,41627.0,,,
,,Weedpatch CDP,0.0,,,,19467.0,908.0,28582.0,,,5.6938
,,Weitchpec CDP,0.0,,,,37917.0,19.0,43874.0,,,
,,Weldon CDP,0.0,,,,25727.0,1110.0,35465.0,,,5.6938
,,Weott CDP,0.0,,,,,47.0,,,,
,,West Goshen CDP,0.0,,,,,123.0,73319.0,48000.0,217000.0,5.5364
,,Westhaven-Moonstone CDP,0.0,,,,79250.0,501.0,95553.0,,,
,,Westley CDP,0.0,,,,42105.0,132.0,52508.0,68400.0,265300.0,5.5232
,,Westmorland city,0.0,,,,33444.0,488.0,47419.0,,,5.5649999999999995
,,West Park CDP,0.0,,,,67500.0,276.0,92381.0,,,5.515600000000001
,,West Point CDP,0.0,,,,60873.0,272.0,57657.0,,,
,,Westside CDP,0.0,,,,,41.0,50798.0,,,5.515600000000001
,,Westwood CDP,0.0,,,,41597.0,627.0,49549.0,,,
,,Whitehawk CDP,0.0,,,,74063.0,30.0,65727.0,48400.0,289200.0,
,,Whitley Gardens CDP,0.0,,,,,19.0,,81800.0,368000.0,5.820000000000001
,,Whitmore CDP,0.0,,,,55625.0,144.0,72835.0,,,
,,Wilkerson CDP,0.0,,,,95000.0,164.0,95291.0,,,
,,Williams Canyon CDP,0.0,,,,,7.0,,,,
,,Willow Creek CDP,0.0,,,,76607.0,559.0,69291.0,,,
,,Wilsonia CDP,0.0,,,,,0.0,,49800.0,255000.0,5.5364
,,Wofford Heights CDP,0.0,,,,30575.0,1123.0,37148.0,,,5.6938
,,Woodacre CDP,0.0,,,,125671.0,604.0,139316.0,279100.0,839600.0,5.5982
,,Woodlands CDP,0.0,,,,140500.0,926.0,152689.0,246800.0,598200.0,5.82
,,Woodville CDP,0.0,,,,34565.0,450.0,46053.0,,,5.5364
,,Woodville Farm Labor Camp CDP,0.0,,,,21705.0,127.0,26128.0,,,
,,Woody CDP,0.0,,,,105909.0,36.0,96597.0,,,
,,Yankee Hill CDP,0.0,,,,49107.0,153.0,70369.0,24300.0,191999.99999999997,5.247400000000002
,,Yermo CDP,0.0,,,,52005.0,444.0,69579.0,,,
,,Yettem CDP,0.0,,,,42500.0,78.0,45149.0,,,5.5364
,,Yolo CDP,0.0,,,,85170.0,105.0,74386.0,58100.0,269400.0,5.3896
,,Yosemite Valley CDP,0.0,,,,37674.0,235.0,44855.0,,,
,,Yosemite West CDP,0.0,,,,,16.0,130419.0,,,
,,Zayante CDP,0.0,,,,131019.0,286.0,149757.0,291200.0,639200.0,5.6268
