clean_city,NAME,NAMELSAD,num_firms,44-45_RCPTOT,72_RCPTOT,31-33_RCPTOT,median_income,households,mean_income,land_value,property_value,diesel
,,Quartz Hill CDP,0.0,51832.0,8395.0,,83509.0,3678.0,98551.0,60055.43066383634,277818.9049248306,5.575200000000001
,,Rancho Mirage city,0.0,642588.0,475391.0,,95158.0,8817.0,147469.0,217092.4578915464,545290.5160787237,5.444599999999999
,,Rancho Murieta CDP,0.0,17960.0,5663.0,,133505.0,2369.0,135752.0,134200.0,408200.0,5.464799999999999
,,Rancho San Diego CDP,0.0,205461.0,42550.0,,109205.0,7671.0,147179.0,199637.83759732867,520417.7226423181,5.4622
,,Rancho Santa Fe CDP,0.0,4243.0,14719.0,,196500.0,984.0,309329.0,850700.0,1220600.0,5.4622
,,Redondo Beach city,0.0,963016.0,322135.0,2353723.0,123874.0,28776.0,163428.0,1000692.4246042508,1216023.3929496708,5.575200000000001
,,Richgrove CDP,0.0,6516.0,,,17000.0,518.0,30798.0,37900.0,201300.0,5.5364
,,Ridgemark CDP,0.0,,676.0,,135066.0,1133.0,144382.0,182900.0,513200.0,5.5942
,,Rio Dell city,0.0,11716.0,709.0,,36648.0,1371.0,56266.0,,,
,,Rio Vista city,0.0,89561.0,11741.0,,76423.0,5025.0,85691.0,87100.0,347200.0,5.460802332421081
,,Rio del Mar CDP,0.0,39639.0,29655.0,,131835.0,3843.0,171356.0,524904.5840170952,972075.7442680376,5.6268
,,Rolling Hills Estates city,0.0,132123.0,,,160724.0,2758.0,239507.0,936681.7748158956,1166395.1353356214,5.575200000000001
,,Rosedale CDP,0.0,64482.0,6747.0,,120697.0,6164.0,163884.0,68180.8791624088,289613.99470914196,5.6938
,,Roseland CDP,0.0,43828.0,8268.0,,,,,,,
,,Rosemont CDP,0.0,73193.0,,,77495.0,8921.0,94079.0,96986.56880467602,342052.2952854242,5.464799999999999
,,Rossmoor CDP,0.0,12866.0,5104.0,,153750.0,4046.0,193372.0,757040.3845087283,1014246.7806570966,5.4428
,,Running Springs CDP,0.0,11415.0,3499.0,,75682.0,1580.0,85577.0,45950.92621104767,257311.66717988576,5.4656
,,Salton City CDP,0.0,24076.0,,,29937.0,2343.0,39079.0,,,5.5649999999999995
,,San Andreas CDP,0.0,46001.0,3744.0,,23733.0,1011.0,41793.0,29300.0,261400.0,
,,San Anselmo town,0.0,110793.0,38307.0,,153381.0,4995.0,217811.0,653212.8021126328,1255676.9894317992,5.598199999999999
,,San Antonio Heights CDP,0.0,5470.0,,,141190.0,1062.0,174299.0,306600.0,565700.0,5.465643260294355
,,San Carlos city,0.0,615389.0,128132.0,262590.0,204570.0,11393.0,279101.0,1178686.48810233,1668871.3868952473,5.644400000000001
,,San Clemente city,0.0,806800.0,194192.0,373061.0,123090.0,24006.0,170898.0,640750.7415341609,934291.68467846,5.442801667351491
,,San Diego Country Estates CDP,0.0,4875.0,1762.0,,122269.0,3440.0,139931.0,119882.76585521836,398017.23414478166,5.4622
,,San Lorenzo CDP,0.0,56135.0,27946.0,205073.0,95903.0,8939.0,111542.0,276341.48965295614,704025.0343475721,5.615399999999999
,,San Marino city,0.0,32417.0,24968.0,,174722.0,3942.0,235807.0,1444548.2453488703,1776910.6857103286,5.5752
,,San Martin CDP,0.0,,,,121944.0,2040.0,144367.0,281751.8972292531,662962.1508431727,5.5942
,,San Rafael city,0.0,1764634.0,252487.0,,104521.0,23816.0,155715.0,504885.7220187092,1029883.412053622,5.5982
,,Santa Barbara city,0.0,1658111.0,726474.0,294642.0,89243.0,36932.0,130408.0,655086.6245512712,1264931.3445500513,5.5982
,,Santa Cruz city,0.0,984658.0,384551.0,,96217.0,22067.0,132353.0,608562.681409288,1030136.263760125,5.6268
,,Santa Monica city,0.0,4606911.0,1260787.0,,99847.0,46664.0,158034.0,2083096.811542387,2240539.655589757,5.575200000000001
,,Santa Venetia CDP,0.0,,2118.0,,104837.0,1535.0,138358.0,369700.0,886700.0,5.5982
,,Santa Ynez CDP,0.0,54833.0,,,113333.0,1806.0,137433.0,194900.0,619500.0,5.5982
,,Santee city,0.0,892942.0,147952.0,262890.0,92848.0,20620.0,107980.0,202462.3690901413,532734.2047850786,5.4622
,,Saranap CDP,0.0,8935.0,3031.0,,129063.0,2428.0,196756.0,584248.9498178313,1025501.0761226788,5.615399999999999
,,Saratoga city,0.0,,58754.0,,224179.0,11039.0,303668.0,1528312.1266943363,1858858.0023090432,5.594199999999999
,,Sausalito city,0.0,206962.0,160014.0,93049.0,140417.0,4117.0,194263.0,993055.3166020298,1678648.65394022,5.5982
,,Seacliff CDP,0.0,7750.0,4730.0,,86146.0,1574.0,135065.0,579706.5144643855,1060187.8994416182,5.6268
,,Seal Beach city,0.0,386585.0,147409.0,,75821.0,13040.0,115999.0,908127.8633221788,1154446.7964950013,5.442970082235929
,,Shasta Lake city,0.0,58230.0,3181.0,,51713.0,3988.0,64090.0,40188.34630313231,259478.9050718945,5.328
,,Shingle Springs CDP,0.0,57777.0,7529.0,,89196.0,1445.0,126547.0,90169.53179762226,393253.3296819563,
,,Sierra County,0.0,,6862.0,,,,,,,
,,Sierra Madre city,0.0,24402.0,11717.0,,116884.0,4961.0,169865.0,759231.0700201282,998264.8572051774,5.5752
,,Silver Lakes CDP,0.0,8487.0,3034.0,,89511.0,2194.0,103095.0,34300.0,204699.99999999997,5.4656
,,Solana Beach city,0.0,257283.0,112039.0,83938.0,113903.0,5278.0,172564.0,999113.5255152098,1370009.6888483514,5.4622
,,Sonoma city,0.0,262807.0,132754.0,,92078.0,5222.0,126383.0,416681.4621223267,925865.9998887344,5.612
,,Soquel CDP,0.0,324403.0,27819.0,,107114.0,4120.0,144303.0,426169.5454966628,832726.2576486348,5.6268
,,South Lake Tahoe city,0.0,385383.0,317254.0,,57976.0,9078.0,92351.0,138984.04003051584,504231.39374103653,
,,South Pasadena city,0.0,244261.0,61877.0,,115088.0,10345.0,172088.0,953221.2881522404,1259042.9751952216,5.575200000000001
,,South San Gabriel CDP,0.0,6179.0,,,65946.0,2205.0,75015.0,427654.4199870873,659006.5225961141,5.575200000000001
,,South San Jose Hills CDP,0.0,73845.0,,,84257.0,4149.0,91790.0,285300.0,588500.0,5.575200000000001
,,South Whittier CDP,0.0,110406.0,22201.0,,85579.0,15533.0,100046.0,296894.3197214944,591083.931000746,5.575200000000001
,,Spring Valley CDP,0.0,40009.0,20473.0,,,,,195755.1097087856,494912.92662710015,5.4622
,,Spring Valley Lake CDP,0.0,,1947.0,,91667.0,2820.0,112427.0,52684.75597634985,242922.29937451397,5.4656
,,St. Helena city,0.0,178977.0,65362.0,1053993.0,122348.0,2466.0,209488.0,606309.7361786074,1141543.3538800536,5.6894
,,Stallion Springs CDP,0.0,,3155.0,,73897.0,1095.0,85228.0,24300.0,216300.0,5.6938
,,Stanford CDP,0.0,,44155.0,,66863.0,3507.0,152318.0,2184300.0,2336500.0,5.594215081259541
,,Stanton city,0.0,513958.0,73852.0,136351.0,68821.0,11802.0,93227.0,353900.91671379464,659920.8487997728,5.442800000000001
,,Strathmore CDP,0.0,,,,31952.0,989.0,47152.0,44000.0,194500.0,5.5364
,,Strawberry CDP,0.0,96512.0,60753.0,,,,,540024.7741862999,939725.0081775112,5.5982
,,Sun Village CDP,0.0,16996.0,,,60336.0,3339.0,71682.0,40645.70666654479,214471.02508077785,5.575200000000001
,,Sunnyside CDP,0.0,,3357.0,,87250.0,1519.0,104248.0,57559.96913925355,244524.45041121467,5.515600000000001
,,Tamalpais-Homestead Valley CDP,0.0,33551.0,20520.0,,220875.0,4434.0,274724.0,751040.7020594975,1335616.7790205684,5.5982
,,Tarpey Village CDP,0.0,13557.0,4364.0,,59896.0,1333.0,69110.0,60416.544165311,270395.2206320861,5.515600000000001
,,Temescal Valley CDP,0.0,27704.0,8851.0,,107790.0,8700.0,136285.0,140851.2798272101,399033.69669742754,5.444599999999999
,,Terra Bella CDP,0.0,12111.0,,,20857.0,512.0,31109.0,,,5.5364
,,Thermalito CDP,0.0,2776.0,3000.0,,45723.0,2373.0,73686.0,34522.27414197415,221213.17989373615,5.247400000000001
,,Thousand Palms CDP,0.0,47015.0,26566.0,15380.0,56055.0,2879.0,67263.0,73819.09388157033,326906.80051751924,5.444599999999999
,,Tiburon town,0.0,34310.0,37480.0,,192292.0,3515.0,304909.0,1412079.101118005,1900846.9633124424,5.598200184188008
,,Topanga CDP,0.0,14833.0,32887.0,,128884.0,3031.0,196725.0,850586.8144983401,1234714.9498228638,5.575200000000001
,,Truckee town,0.0,290609.0,162189.0,,103772.0,6247.0,153386.0,155830.74083508475,546460.4136804385,
,,Twentynine Palms city,0.0,85616.0,61202.0,,46887.0,8671.0,61708.0,12271.41799807814,147282.58839277728,5.4656
,,Twin Lakes CDP,0.0,6358.0,9362.0,,,,,841000.0,1363300.0,5.6268
,,Vacaville city,0.0,1798652.0,251048.0,1364682.0,97683.0,33457.0,119258.0,114870.60908277732,413905.9855433989,5.460800000000001
,,Valinda CDP,0.0,11146.0,7457.0,,89193.0,4615.0,113753.0,277437.33146004286,551946.228451614,5.575200000000001
,,Valle Vista CDP,0.0,67527.0,5859.0,,59656.0,6367.0,77680.0,50340.91797164406,247442.15570365792,5.444599999999999
,,Vandenberg AFB CDP,0.0,1853.0,6082.0,,64576.0,1097.0,73432.0,,,5.598200000000001
,,View Park-Windsor Hills CDP,0.0,63416.0,16030.0,,101739.0,4857.0,116110.0,506265.0124989989,773118.1513285192,5.575200000000001
,,Villa Park city,0.0,34596.0,6851.0,,172375.0,1965.0,258683.0,531826.6657546868,818536.0919645798,5.4428
,,Vincent CDP,0.0,26586.0,,,88932.0,4101.0,100520.0,260663.47308321513,576105.3833212615,5.575200000000001
,,Vine Hill CDP,0.0,29250.0,3586.0,,121402.0,1116.0,133490.0,209749.88834845,577331.5551065601,5.615399999999999
,,Vineyard CDP,0.0,136773.0,13138.0,,100798.0,12253.0,112831.0,95070.39855387804,352891.028351554,5.464799999999999
,,Walnut Creek city,0.0,2503912.0,372284.0,245223.0,121205.0,32126.0,157175.0,489493.85413650086,921669.1521353882,5.615399999999999
,,Weaverville CDP,0.0,69211.0,7728.0,,42023.0,1472.0,55447.0,,,
,,Weed city,0.0,101403.0,10323.0,,28857.0,1220.0,68418.0,11400.0,194400.0,
,,West Athens CDP,0.0,94691.0,,,68750.0,2757.0,93486.0,268351.0678289983,545196.2503359745,5.575200000000001
,,West Bishop CDP,0.0,8779.0,,,98333.0,886.0,112992.0,,,
,,West Carson CDP,0.0,254376.0,56488.0,,84914.0,7773.0,109464.0,401253.3931171869,652018.6290039802,5.575200000000001
,,West Menlo Park CDP,0.0,,14463.0,,230438.0,1215.0,350401.0,2055035.522816415,2363835.128833432,5.6444
,,West Modesto CDP,0.0,15903.0,818.0,,49340.0,1534.0,60764.0,62718.50656503598,263399.10619808035,5.5232
,,West Puente Valley CDP,0.0,11681.0,,,78095.0,5170.0,93829.0,279401.0901061136,553483.6484082969,5.575200000000001
,,West Rancho Dominguez CDP,0.0,215216.0,26532.0,884071.0,70391.0,6139.0,90151.0,230872.19575821256,489641.8787514573,5.575200000000001
,,West Whittier-Los Nietos CDP,0.0,114570.0,26135.0,32664.0,83692.0,6891.0,99015.0,284944.6771503868,580857.6952295941,5.575200000000001
,,Westlake Village city,0.0,344134.0,130840.0,29239.0,166316.0,3090.0,243719.0,575774.510576127,880399.0605173225,5.575206257558482
,,Westmont CDP,0.0,25937.0,9789.0,,44670.0,10536.0,57672.0,,,5.575200000000001
,,Wheatland city,0.0,16330.0,2386.0,,72006.0,1263.0,86519.0,54500.0,267100.0,5.287599999999999
,,Williams city,0.0,41034.0,,,78661.0,1520.0,87041.0,43300.0,219400.0,
,,Willits city,0.0,143830.0,21820.0,,34519.0,2311.0,54591.0,,,
,,Willowbrook CDP,0.0,59892.0,23115.0,,45700.0,5789.0,61381.0,181826.15425259687,460183.4882523893,5.575200000000001
,,Willows city,0.0,86119.0,24101.0,,53250.0,1859.0,63414.0,37800.0,218699.99999999997,
,,Wilton CDP,0.0,1656.0,,,149219.0,2048.0,142305.0,,,5.464799999999999
,,Winchester CDP,0.0,73113.0,10593.0,,66269.0,809.0,72906.0,57498.10088583712,262300.0040499352,5.444599999999999
,,Windsor town,0.0,341751.0,59125.0,120838.0,123277.0,9163.0,138668.0,182570.3823112698,596487.3413793397,5.612
,,Winter Gardens CDP,0.0,95564.0,16125.0,,79099.0,7727.0,96543.0,175845.35810529982,483092.85549989785,5.4622
,,Woodbridge CDP,0.0,15601.0,2368.0,,117760.0,1520.0,131866.0,115934.29577985748,358251.0788210643,5.4856
,,Woodcrest CDP,0.0,9504.0,,,119038.0,4749.0,150540.0,100172.0330372521,346292.71616974124,5.444599999999999
,,Woodside town,0.0,,17419.0,,250000.0,1673.0,430036.0,1542634.8692047612,1961406.9373056863,5.6444
,,Wrightwood CDP,0.0,11349.0,5482.0,,54240.0,1997.0,96791.0,80906.71339825659,320098.6036883094,5.465600000000001
,,Yosemite Lakes CDP,0.0,6546.0,,,87666.0,1865.0,107806.0,29300.0,192100.0,5.412599999999999
,,Yountville city,0.0,33029.0,158275.0,,68611.0,1606.0,111813.0,601613.2350731378,1150821.334927174,5.6894
,,Yreka city,0.0,189005.0,30987.0,,44444.0,3210.0,63764.0,,,
,,Yucca Valley town,0.0,402643.0,49218.0,,51978.0,8567.0,75736.0,20677.061411088904,184990.84720145332,5.4656
,,Acalanes Ridge CDP,0.0,,,,161806.0,432.0,163813.0,475800.0,924100.0,5.615399999999999
,,Acampo CDP,0.0,,,,24446.0,109.0,48714.0,106500.0,344200.0,5.4856
,,Adin CDP,0.0,,,,37600.0,82.0,38798.0,,,
,,Aguanga CDP,0.0,,,,,274.0,137842.0,78011.49353846598,284019.67913888866,5.444604003913044
,,Ahwahnee CDP,0.0,,,,76161.0,849.0,90958.0,45949.80735246716,229359.5376459212,5.412599999999999
,,Airport CDP,0.0,,,,24500.0,362.0,37199.0,,,5.5232
,,Albion CDP,0.0,,,,,71.0,97545.0,,,
,,Alderpoint CDP,0.0,,,,,45.0,,,,
,,Alhambra Valley CDP,0.0,,,,159079.0,310.0,194542.0,306126.19309400656,691114.3788727254,5.615399999999999
,,Alleghany CDP,0.0,,,,,55.0,,,,
,,Allendale CDP,0.0,,,,118810.0,602.0,143910.0,119000.0,406900.0,5.4608
,,Allensworth CDP,0.0,,,,48906.0,117.0,47268.0,37900.0,201300.00000000003,5.5364
,,Almanor CDP,0.0,,,,,0.0,,91300.0,373000.0,
,,Alpaugh CDP,0.0,,,,25313.0,213.0,40172.0,37900.0,201300.0,5.5364
,,Alpine Village CDP,0.0,,,,80500.0,76.0,119734.0,,,
,,Alta CDP,0.0,,,,82454.0,273.0,172233.0,41800.0,267200.0,
,,Alta Sierra CDP (Kern County),0.0,,,,,26.0,,,,
,,Alta Sierra CDP (Nevada County),0.0,,,,102449.0,2816.0,113060.0,,,
,,Alto CDP,0.0,,,,185000.0,356.0,215842.0,826000.0,1429500.0,5.5982
,,Amador City city,0.0,,,,58000.0,80.0,95630.0,46700.0,303000.0,
,,Amador Pines CDP,0.0,,,,93625.0,479.0,149797.0,,,
,,Amesti CDP,0.0,,,,94531.0,846.0,119556.0,212199.99999999997,630600.0,5.626799999999999
,,Anchor Bay CDP,0.0,,,,61786.0,206.0,75999.0,,,
,,Aptos Hills-Larkin Valley CDP,0.0,,,,136709.0,703.0,140333.0,288700.0,689300.0,5.6268
,,Artois CDP,0.0,,,,48750.0,58.0,61972.0,,,
,,Aspen Springs CDP,0.0,,,,114671.0,65.0,113543.0,,,
,,Auberry CDP,0.0,,,,65341.0,1245.0,83680.0,60800.0,267500.0,5.515600000000001
,,Avery CDP,0.0,,,,,122.0,96243.0,36779.02892635779,295464.44615166937,
,,Avila Beach CDP,0.0,,,,113704.0,794.0,195771.0,488443.79090276617,913826.4019680464,5.82
,,Baker CDP,0.0,,,,28933.0,221.0,46247.0,,,5.4656
,,Bakersfield Country Club CDP,0.0,,,,98125.0,542.0,170915.0,,,
,,Ballard CDP,0.0,,,,104306.0,295.0,187009.0,212301.94854223751,649114.1244234537,5.5982
,,Ballico CDP,0.0,,,,153056.0,148.0,184952.0,,,5.4504
,,Bangor CDP,0.0,,,,88047.0,179.0,113147.0,,,5.247400000000001
,,Bass Lake CDP,0.0,,,,110875.0,139.0,180377.0,146416.09473120148,414385.68298198073,5.412599999999999
,,Bayview CDP (Contra Costa County),0.0,,,,113810.0,826.0,120357.0,,,
,,Bayview CDP (Humboldt County),0.0,,,,42292.0,1031.0,94112.0,,,
,,Baywood Park CDP,0.0,,,,203750.0,571.0,291595.0,,,
,,Bear Creek CDP,0.0,,,,70972.0,29.0,65976.0,54200.0,261000.0,5.4504
,,Bear Valley CDP (Alpine County),0.0,,,,,48.0,104948.0,,,
,,Bear Valley CDP (Mariposa County),0.0,,,,,27.0,97993.0,,,
,,Beckwourth CDP,0.0,,,,233667.0,130.0,181985.0,19800.0,196800.0,
,,Belden CDP,0.0,,,,,0.0,,,,
,,Bella Vista CDP,0.0,,,,80337.0,1341.0,114114.0,52900.0,291100.0,5.328
,,Bell Canyon CDP,0.0,,,,216781.0,553.0,305746.0,420969.89198507793,713025.425221329,5.667967570693467
,,Belvedere city,0.0,,,,246500.0,900.0,389540.0,1902580.1699465837,2439852.2700882843,5.598199999999999
,,Benbow CDP,0.0,,,,38458.0,93.0,63122.0,,,
,,Bend CDP,0.0,,,,,151.0,133181.0,39100.0,243700.0,
,,Benton CDP,0.0,,,,57951.0,101.0,58686.0,,,
,,Benton Park CDP,0.0,,,,52658.0,1545.0,59810.0,,,
,,Berry Creek CDP,0.0,,,,39955.0,525.0,53217.0,24300.0,192000.0,5.247400000000001
,,Bethel Island CDP,0.0,,,,80227.0,864.0,97448.0,85499.99999999999,406000.0,5.615399999999999
,,Bieber CDP,0.0,,,,43393.0,69.0,70352.0,,,
,,Big Bend CDP,0.0,,,,25625.0,50.0,38944.0,,,5.328
,,Big Creek CDP,0.0,,,,,39.0,82659.0,101100.0,340500.0,5.515600000000001
,,Biggs city,0.0,,,,70435.0,752.0,79128.0,31100.0,217400.0,5.247400000000001
,,Big Lagoon CDP,0.0,,,,46484.0,73.0,62048.0,,,
,,Big Pine CDP,0.0,,,,54167.0,652.0,75096.0,,,
,,Big River CDP,0.0,,,,46026.0,540.0,57182.0,,,5.465599999999999
,,Biola CDP,0.0,,,,57411.0,307.0,59670.0,,,5.515600000000001
,,Blacklake CDP,0.0,,,,115326.0,382.0,110942.0,246800.0,598200.0,5.82
,,Black Point-Green Point CDP,0.0,,,,211726.0,617.0,227556.0,279027.22104252374,765889.972520268,5.5982
,,Blairsden CDP,0.0,,,,,0.0,,48400.0,289200.0,
,,Bloomfield CDP,0.0,,,,120625.0,88.0,113515.0,206617.40227457357,640274.3170850989,5.611998483848594
,,Blue Lake city,0.0,,,,46705.0,487.0,65700.0,,,
,,Bluewater CDP,0.0,,,,,59.0,77085.0,,,5.4656
,,Bodega CDP,0.0,,,,,154.0,162623.0,349200.0,777400.0,5.611999999999999
,,Bodfish CDP,0.0,,,,23061.0,969.0,39346.0,,,5.6938
,,Bolinas CDP,0.0,,,,87404.0,551.0,148285.0,923500.0,1830600.0,5.598199999999999
,,Bombay Beach CDP,0.0,,,,23984.0,91.0,30287.0,,,5.5649999999999995
,,Bonadelle Ranchos CDP,0.0,,,,102381.0,1598.0,110898.0,,,
,,Boonville CDP,0.0,,,,45357.0,356.0,75631.0,,,
,,Bootjack CDP,0.0,,,,,223.0,83016.0,,,
,,Boron CDP,0.0,,,,54063.0,921.0,71627.0,,,5.693787192070012
,,Boronda CDP,0.0,,,,,432.0,78076.0,183795.06508798205,460486.3463221322,5.7104
,,Boulevard CDP,0.0,,,,,214.0,47094.0,,,5.4622
,,Bowles CDP,0.0,,,,,49.0,74833.0,55100.0,247600.0,5.5156
,,Bradbury city,0.0,,,,171964.0,267.0,409259.0,,,5.575200000000001
,,Bradley CDP,0.0,,,,63750.0,31.0,61800.0,,,5.710400000000001
,,Bridgeport CDP,0.0,,,,87981.0,170.0,73475.0,,,
,,Broadmoor CDP,0.0,,,,143465.0,1369.0,170664.0,568400.0,1059800.0,5.6444
,,Brookdale CDP,0.0,,,,74026.0,638.0,121127.0,274279.5080943491,650369.5921630932,5.6268
,,Brooks CDP,0.0,,,,,0.0,,,,
,,Brooktrails CDP,0.0,,,,88295.0,1509.0,85348.0,,,
,,Buckhorn CDP,0.0,,,,66055.0,1158.0,72428.0,42191.839977965305,280727.8461266457,
,,Buck Meadows CDP,0.0,,,,,0.0,,,,
,,Bucks Lake CDP,0.0,,,,,21.0,,27799.999999999996,236000.0,
,,Buena Vista CDP,0.0,,,,58417.0,248.0,60690.0,33000.0,278500.0,
,,Burnt Ranch CDP,0.0,,,,50074.0,93.0,45074.0,,,
,,Butte Creek Canyon CDP,0.0,,,,73409.0,266.0,107621.0,79164.89352729978,324449.6551846893,5.247400000000001
,,Butte Meadows CDP,0.0,,,,,0.0,,85700.0,338800.0,5.247400000000001
,,Butte Valley CDP,0.0,,,,83829.0,528.0,85982.0,43719.93834604869,259051.9468646731,5.247400000000001
,,Buttonwillow CDP,0.0,,,,39844.0,317.0,49746.0,28300.0,211300.0,5.6938
,,Byron CDP,0.0,,,,83472.0,550.0,102857.0,,,5.615399999999999
,,California Hot Springs CDP,0.0,,,,,13.0,,34900.0,209599.99999999997,5.536400000000001
,,California Pines CDP,0.0,,,,36484.0,159.0,47962.0,,,
,,California Polytechnic State University CDP,0.0,,,,117083.0,48.0,143104.0,,,
,,Callender CDP,0.0,,,,128235.0,804.0,139118.0,246800.0,598200.0,5.82
,,Calpella CDP,0.0,,,,89250.0,189.0,132687.0,,,
,,Calpine CDP,0.0,,,,97031.0,49.0,128669.0,,,
,,Calwa CDP,0.0,,,,50189.0,497.0,50551.0,41600.0,201400.0,5.515600000000001
,,Camanche North Shore CDP,0.0,,,,53306.0,382.0,56467.0,33000.0,278500.0,
,,Camanche Village CDP,0.0,,,,139015.0,583.0,130921.0,33000.0,278500.0,
,,Camino Tassajara CDP,0.0,,,,250000.0,1699.0,345850.0,504104.5157297582,926312.1084878264,5.615399999999999
,,Camp Nelson CDP,0.0,,,,,0.0,,34900.0,209600.0,5.5364
,,Camp Pendleton Mainside CDP,0.0,,,,52208.0,1207.0,61617.0,,,
,,Camp Pendleton South CDP,0.0,,,,58243.0,4339.0,64236.0,,,5.4622
,,Camptonville CDP,0.0,,,,102593.0,78.0,87556.0,,,5.287599999999999
,,Canby CDP,0.0,,,,,19.0,,,,
,,Cantua Creek CDP,0.0,,,,36139.0,115.0,34910.0,,,5.515600000000001
,,Canyondam CDP,0.0,,,,,0.0,,91300.0,373000.0,
,,Caribou CDP,0.0,,,,,0.0,,,,
,,Carmet CDP,0.0,,,,,8.0,,229400.0,686900.0,5.612
,,Carnelian Bay CDP,0.0,,,,122375.0,295.0,132480.0,,,
,,Carrick CDP,0.0,,,,,67.0,,11400.0,194400.0,
,,Cartago CDP,0.0,,,,68553.0,36.0,58097.0,,,
,,Casa Conejo CDP,0.0,,,,117639.0,903.0,128510.0,303600.0,642300.0,5.667999999999999
,,Casa Loma CDP,0.0,,,,38324.0,546.0,42103.0,,,
,,Casmalia CDP,0.0,,,,,37.0,41322.0,89770.82221844616,377969.4099886771,5.5982
,,Caspar CDP,0.0,,,,137850.0,103.0,214669.0,,,
,,Cassel CDP,0.0,,,,,97.0,50680.0,,,5.328
,,Castella CDP,0.0,,,,47500.0,118.0,61918.0,,,
,,Castle Hill CDP,0.0,,,,215625.0,330.0,243233.0,547500.0,992400.0,5.615399999999999
,,Catheys Valley CDP,0.0,,,,56875.0,358.0,71100.0,,,
,,Cazadero CDP,0.0,,,,64792.0,139.0,80159.0,210003.28021565423,660859.6133194593,5.612
,,Cedar Flat CDP,0.0,,,,93000.0,390.0,153611.0,,,
,,Cedar Ridge CDP,0.0,,,,64474.0,566.0,82892.0,42809.43693188706,298168.0055646339,
,,Cedar Slope CDP,0.0,,,,,0.0,,34900.0,209600.0,5.5364
,,Cedarville CDP,0.0,,,,42875.0,306.0,52810.0,,,
,,Centerville CDP (Fresno County),0.0,,,,,56.0,75066.0,,,
,,Centerville CDP (Shasta County),0.0,,,,102969.0,767.0,141214.0,,,
,,Chalfant CDP,0.0,,,,66250.0,309.0,63793.0,,,
,,Challenge-Brownsville CDP,0.0,,,,77375.0,482.0,68784.0,,,5.287599999999999
,,Channel Islands Beach CDP,0.0,,,,93893.0,1045.0,123958.0,937200.0,1189900.0,5.667999999999999
,,Charleston View CDP,0.0,,,,,0.0,,,,
,,Cherokee CDP,0.0,,,,,57.0,74788.0,35800.0,225100.0,5.247400000000001
,,Cherokee Strip CDP,0.0,,,,30469.0,58.0,26597.0,,,5.6938
,,Chester CDP,0.0,,,,59459.0,996.0,85057.0,30300.0,220500.0,
,,Chilcoot-Vinton CDP,0.0,,,,,140.0,69286.0,19800.0,196800.0,
,,China Lake Acres CDP,0.0,,,,62532.0,843.0,113380.0,24800.0,185600.0,5.6938
,,Chinese Camp CDP,0.0,,,,,42.0,,26900.0,262500.0,
,,Choctaw Valley CDP,0.0,,,,86146.0,48.0,91317.0,,,
,,Citrus CDP,0.0,,,,84279.0,2659.0,92277.0,268792.103226312,555068.9474093352,5.5752
,,Clarksburg CDP,0.0,,,,,154.0,140264.0,336400.0,631600.0,5.3896
,,Clay CDP,0.0,,,,108789.0,389.0,114956.0,,,5.464799999999999
,,Clear Creek CDP,0.0,,,,43486.0,135.0,52590.0,,,
,,Clearlake Oaks CDP,0.0,,,,48221.0,1046.0,79784.0,,,
,,Clearlake Riviera CDP,0.0,,,,74837.0,1288.0,122371.0,,,
,,Cleone CDP,0.0,,,,86100.0,348.0,95658.0,,,
,,Clio CDP,0.0,,,,31250.0,74.0,39481.0,48400.0,289200.0,
,,Clipper Mills CDP,0.0,,,,64743.0,105.0,61470.0,24300.0,192000.0,5.247400000000001
,,Clyde CDP,0.0,,,,67794.0,294.0,92801.0,138900.0,491300.00000000006,5.615399999999999
,,Coarsegold CDP,0.0,,,,74265.0,1849.0,78057.0,35300.0,203800.0,5.412599999999999
,,Cobb CDP,0.0,,,,100739.0,387.0,95610.0,,,
,,Coffee Creek CDP,0.0,,,,52500.0,108.0,57141.0,,,
,,Cohasset CDP,0.0,,,,70446.0,193.0,165509.0,85700.0,338800.0,5.2474
,,Cold Springs CDP (El Dorado County),0.0,,,,59875.0,293.0,82617.0,,,
,,Cold Springs CDP (Tuolumne County),0.0,,,,,0.0,,,,
,,Coleville CDP,0.0,,,,38639.0,142.0,38055.0,,,
,,College City CDP,0.0,,,,,62.0,74306.0,46600.0,249500.0,
,,Collierville CDP,0.0,,,,76739.0,612.0,111892.0,106500.0,344200.0,5.4856
,,Coloma CDP,0.0,,,,94453.0,155.0,132675.0,47300.00000000001,292800.0,
,,Comptche CDP,0.0,,,,,80.0,85750.0,,,
,,Concow CDP,0.0,,,,28750.0,169.0,43977.0,24300.0,192000.0,5.247400000000001
,,Coronita CDP,0.0,,,,109054.0,918.0,121518.0,223612.16684287004,474037.407983952,5.444599999999999
,,Cottonwood CDP (Kern County),0.0,,,,29980.0,787.0,38703.0,,,
,,Cottonwood CDP (Shasta County),0.0,,,,73690.0,2220.0,110168.0,,,
,,Coulterville CDP,0.0,,,,,20.0,,,,
,,Courtland CDP,0.0,,,,63872.0,215.0,73696.0,94300.0,354700.0,5.464799999999999
,,Covelo CDP,0.0,,,,42654.0,465.0,49042.0,,,
,,Cowan CDP,0.0,,,,68456.0,127.0,63150.0,61099.99999999999,266200.0,5.5232
,,Crane Creek CDP,0.0,,,,,16.0,,,,
,,Crescent Mills CDP,0.0,,,,,47.0,21506.0,,,
